订单号,商品id,商品编码,下单时间,商品名称,数量,支付价格,成本价,采购成本价
2023083185872,6954774500157,6954774500157,2023-08-31 19:33:52,万顺隆果干,2,1.4,0.80,
2023083185872,6971973442088,6971973442088,2023-08-31 19:33:52,禧遇橡皮糖,1,2.7,1.54,
2023083193341,6926475202074,6926475202074,2023-08-31 19:33:33,喜之郎美好时光海苔4.5g,1,4.6,2.99,
2023083193341,6970605361643,6970605361643,2023-08-31 19:33:33,宁萌佳的水就是柠檬水500ml,1,4.5,2.50,
2023083193341,6952480090870,6952480090870,2023-08-31 19:33:33,梅冻,1,7.6,5.00,
2023083193341,6923976111171,6923976111171,2023-08-31 19:33:33,溜溜梅系列,1,5.8,4.00,
2023083193341,6920698400378,6920698400378,2023-08-31 19:33:33,康师傅红烧牛肉面（BIG桶）,1,5.4,4.64,
2023083184621,6954767423579,6954767423579,2023-08-31 19:31:53,可乐500ml（无糖款）,1,2.2,2.00,
2023083133856,6954767442075,6954767442075,2023-08-31 19:31:08,芬达500ml,2,4.4,4.26,
2023083146364,6915993303363,6915993303363,2023-08-31 19:30:18,川南榨菜53g系列,1,2,1.25,
2023083153385,6921168593576,6921168593576,2023-08-31 19:30:05,茶π500ml,1,4.9,3.20,
2023083153385,6975073832329,6975073832329,2023-08-31 19:30:05,a1打糕曲奇,1,1.5,0.79,
2023083153385,221055427,221055427,2023-08-31 19:30:05,趣味多啵啵麻薯,1,1.6,0.96,
2023083153385,6947245884733,6947245884733,2023-08-31 19:30:05,口水娃鱼豆腐系列,3,3.6,2.10,
2023083153385,6975073832312,6975073832312,2023-08-31 19:30:05,a1打糕曲奇,1,1.5,0.79,
2023083153385,6975382530350,6975382530350,2023-08-31 19:30:05,海河牛角包牛奶系列,1,4.2,3.00,
2023083153385,6975184370789,6975184370789,2023-08-31 19:30:05,集千味鱼板烧22g,2,2.4,1.40,
2023083153385,6921643821231,6921643821231,2023-08-31 19:30:05,赛1手工辣条系列,2,1.8,1.08,
2023083153385,6971973442217,6971973442217,2023-08-31 19:30:05,禧遇棉花糖,1,2.5,1.54,
2023083122370,6970717330315,6970717330315,2023-08-31 19:29:21,桃李醇熟切片面包,1,8.5,7.00,
2023083122370,6907992103952,6907992103952,2023-08-31 19:29:21,伊利纯牛奶优选牧场180ml,2,6,5.20,
2023083122370,4902750396111,4902750396111,2023-08-31 19:29:21,悠哈普超什锦软糖90g,1,17.9,12.00,
2023083122370,6947393500400,6947393500400,2023-08-31 19:29:21,*四溢香法式酱鹅肝30g,2,2.4,1.40,
2023083122370,9589132002409,9589132002409,2023-08-31 19:29:21,超佰味肉松丸子30g,1,1.2,0.61,
2023083122370,4710022040903,4710022040903,2023-08-31 19:29:21,卡迪娜豌豆脆,1,7.5,4.90,
2023083122370,8801068050585,8801068050585,2023-08-31 19:29:21,三立面包干,1,11.9,7.00,
2023083188340,6917878030623,6917878030623,2023-08-31 19:29:06,雀巢咖啡丝滑即饮装系列268ml,2,11.6,8.28,
2023083158464,6954767433073,6954767433073,2023-08-31 19:27:50,雪碧2L,1,6.5,5.00,
2023083179063,6921168509256,6921168509256,2023-08-31 19:26:42,农夫山泉矿泉水550ml,2,2.4,1.80,
2023083179063,6954767442075,6954767442075,2023-08-31 19:26:42,芬达500ml,2,4.4,4.26,
2023083179063,8809510350603,8809510350603,2023-08-31 19:26:42,九日冰祖碳酸饮料500ml,1,7.6,4.68,
2023083179063,6970770099716,6970770099716,2023-08-31 19:26:42,兰芳园冻柠茶500ml,1,7.3,4.62,
2023083179063,6954767412573,6954767412573,2023-08-31 19:26:42,可乐500ml,2,4.4,4.00,
2023083179063,6901285991219,6901285991219,2023-08-31 19:26:42,怡宝纯净水 555ml,2,3,2.00,
2023083179063,221055499,221055499,2023-08-31 19:26:42,非凡巧克力面包卷,1,7.42,5.30,
2023083179063,8809045088118,8809045088118,2023-08-31 19:26:42,九日冰祖碳酸饮料500ml,1,7.6,4.68,
2023083163939,220009072,220009072,2023-08-31 19:26:42,鱼籽福袋 30g,1,3.3,2.00,
2023083163939,220007072,220007072,2023-08-31 19:26:42,油扬串 25g,1,2,1.25,
2023083163939,220006072,220006072,2023-08-31 19:26:42,蟹味棒 38g,1,2.8,1.50,
2023083116782,6921168558032,6921168558032,2023-08-31 19:25:24,农夫山泉东方树叶,1,3.9,3.39,
2023083141987,6921895905109,6921895905109,2023-08-31 19:24:47,中街大果系列,1,2,1.40,
2023083108770,6921168509256,6921168509256,2023-08-31 19:24:20,农夫山泉矿泉水550ml,3,3.6,2.70,
2023083108770,6970717330896,6970717330896,2023-08-31 19:24:20,桃李纯蛋糕,1,5.5,4.40,
2023083108770,6907992500942,6907992500942,2023-08-31 19:24:20,伊利纯牛奶无菌枕240ml,1,2.5,2.00,
2023083101358,6909493401025,6909493401025,2023-08-31 19:24:15,可爱多甜筒,1,5.5,3.75,
2023083148042,6937451893094,6937451893094,2023-08-31 19:23:20,不二家可吸果冻156g,1,8.5,4.73,
2023083163687,221055457,221055457,2023-08-31 19:21:43,*霞美气泡脆饼,1,1.2,0.60,
2023083163687,6937638103855,6937638103855,2023-08-31 19:21:43,思宏香酥灰枣,4,6.8,3.88,
2023083163687,221055458,221055458,2023-08-31 19:21:43,*霞美气泡脆饼,1,1.2,0.60,
2023083163687,6942888204979,6942888204979,2023-08-31 19:21:43,霞美九蔬小饼,1,1.2,0.60,
2023083163687,6942888204801,6942888204801,2023-08-31 19:21:43,霞美日式小圆饼海盐味,1,1.2,0.65,
2023083163687,6947167300595,6947167300595,2023-08-31 19:21:43,正香源五谷杂粮饼,2,3.8,2.20,
2023083163687,6947167300526,6947167300526,2023-08-31 19:21:43,正香源五谷杂粮饼,2,3.8,2.20,
2023083163687,6922895496208,6922895496208,2023-08-31 19:21:43,众望小麻花,2,1.4,0.80,
2023083163687,6947762804177,6947762804177,2023-08-31 19:21:43,法芙尼香烤椰脆,2,4.4,2.72,
2023083163687,221055518,221055518,2023-08-31 19:21:43,好利达手撕鱿鱼条,1,6.9,4.36,
2023083137801,3179730010591,3179730010591,2023-08-31 19:21:31,法国巴黎水,1,7.8,4.98,
2023083118248,221055415,221055415,2023-08-31 19:18:59,涂层甜甜圈,1,4.5,2.30,
2023083118248,220003273,220003273,2023-08-31 19:18:59,冰美式咖啡,1,8.8,4.50,
2023083113881,6902890259442,6902890259442,2023-08-31 19:18:51,双汇润口香甜王 75g,2,4.8,3.10,
2023083113881,6940997789547,6940997789547,2023-08-31 19:18:51,卡宾熊凹煎饼,2,1.8,1.00,
2023083113881,6940997789530,6940997789530,2023-08-31 19:18:51,卡宾熊凹煎饼,2,1.8,1.00,
2023083113881,6973748100575,6973748100575,2023-08-31 19:18:51,拾光悠味网红辣条小包装,1,1.3,0.63,
2023083113881,221055484,221055484,2023-08-31 19:18:51,好丽友薯愿小包装,1,4.3,2.25,
2023083113881,6930487920475,6930487920475,2023-08-31 19:18:51,麻辣王子地道辣条,2,2.4,1.46,
2023083113881,6930487920468,6930487920468,2023-08-31 19:18:51,麻辣王子地道辣条,1,1.2,0.73,
2023083113881,221055425,221055425,2023-08-31 19:18:51,趣味多啵啵麻薯,1,1.6,0.96,
2023083113881,8809022206924,8809022206924,2023-08-31 19:18:51,芭蜂坚果系列,1,8.5,5.10,
2023083113881,6926215372890,6926215372890,2023-08-31 19:18:51,米多奇馍片50g,1,1.5,0.84,
2023083113881,221055482,221055482,2023-08-31 19:18:51,好丽友薯愿小包装,1,4.3,2.25,
2023083113881,4600495512642,4600495512642,2023-08-31 19:18:51,康吉三明治饼干,1,2.9,1.65,
2023083125597,5060609691257,5060609691257,2023-08-31 19:17:13,库德士麦丽素65g,1,6.5,4.16,
2023083125597,6924187872288,6924187872288,2023-08-31 19:17:13,洽洽瓜子系列108g,1,7.39,5.31,
2023083125597,221055447,221055447,2023-08-31 19:17:13,好丽友果滋果心小包装软糖,2,2.4,1.18,
2023083125597,6920907809848,6920907809848,2023-08-31 19:17:13,好丽友薯愿单条,1,8.3,5.30,
2023083125597,6901845040692,6901845040692,2023-08-31 19:17:13,百醇巧克力48g,1,7.8,6.00,
2023083184574,6971329927047,6971329927047,2023-08-31 19:16:32,依能果味饮料1L,1,3.99,2.25,
2023083184574,6920698424022,6920698424022,2023-08-31 19:16:32,康师傅香辣牛肉面（大食袋）,1,3.4,2.73,
2023083184574,6925303713058,6925303713058,2023-08-31 19:16:32,统一小浣熊干脆面,2,1.8,1.46,
2023083184574,6925303713386,6925303713386,2023-08-31 19:16:32,统一小当家干脆面系列,2,0.9,0.76,
2023083184574,6924743919211,6924743919211,2023-08-31 19:16:32,乐事薯片70g,1,7.5,5.51,
2023083167534,6907992822921,6907992822921,2023-08-31 19:15:31,伊利冰工厂棒冰70g,4,6,3.12,
2023083167534,6907992520803,6907992520803,2023-08-31 19:15:31,伊利安慕希AMX系列酸奶,1,8.8,6.60,
2023083167534,6922222702163,6922222702163,2023-08-31 19:15:31,桃李酵母系列,1,4,3.30,
2023083167534,6923644262990,6923644262990,2023-08-31 19:15:31,蒙牛核桃奶 190ml/袋,1,2,1.38,
2023083167534,8850389100684,8850389100684,2023-08-31 19:15:31,摩咕摩咕椰果饮料320ml,1,6.9,4.00,
2023083167534,6970717330322,6970717330322,2023-08-31 19:15:31,桃李醇熟切片面包,1,8.5,7.00,
2023083118840,6922255447833,6922255447833,2023-08-31 19:15:08,百岁山矿泉水348ml,1,38,28.80,
2023083197908,6901668062499,6901668062499,2023-08-31 19:13:01,趣多多曲奇,1,7.3,5.20,
2023083197908,6925303744380,6925303744380,2023-08-31 19:13:01,统一小当家干脆面系列,3,1.35,1.14,
2023083157623,6924743927858,6924743927858,2023-08-31 19:12:01,乐事无限薯片90g（罐装）,1,8.07,7.07,
2023083157623,6931552203653,6931552203653,2023-08-31 19:12:01,比多乐多味花生系列,1,2.75,1.70,
2023083178423,6922255451427,6922255451427,2023-08-31 19:08:45,百岁山矿泉水570ml,1,1.99,1.65,
2023083122738,6975073833050,6975073833050,2023-08-31 19:07:38,a1香蕉面包,1,2.9,1.80,
2023083122738,4891028164395,4891028164395,2023-08-31 19:07:38,维他豆奶250ml,1,5.3,3.33,
2023083122738,221055443,221055443,2023-08-31 19:07:38,三明治,1,9.9,5.00,
2023083122738,221055441,221055441,2023-08-31 19:07:38,三明治,1,8.9,4.35,
2023083122738,6924743919211,6924743919211,2023-08-31 19:07:38,乐事薯片70g,1,7.5,5.51,
2023083120812,6921168520015,6921168520015,2023-08-31 19:06:44,农夫山泉饮用天然水1.5L,1,2.5,1.78,
2023083169481,6975172910607,6975172910607,2023-08-31 19:05:23,魔水师大蒜加咖啡饮料275ml,1,8.5,5.42,
2023083169481,6970717330322,6970717330322,2023-08-31 19:05:23,桃李醇熟切片面包,1,8.5,7.00,
2023083169481,6917878068961,6917878068961,2023-08-31 19:05:23,雀巢咖啡丝滑即饮装系列268ml,1,6.8,4.60,
2023083169481,6922133606086,6922133606086,2023-08-31 19:05:23,金鸽多味葵花籽160g,1,8.6,5.63,
2023083169481,6924391089342,6924391089342,2023-08-31 19:05:23,徽之梦果仁系列,1,5.5,3.45,
2023083160553,4891028706656,4891028706656,2023-08-31 19:03:34,vita维他气泡柠檬茶310ml,1,4.9,3.08,
2023083116600,6954767423579,6954767423579,2023-08-31 19:01:34,可乐500ml（无糖款）,1,2.2,2.00,
2023083107799,221055444,221055444,2023-08-31 19:00:50,三明治,1,9.9,5.00,
2023083107799,221055465,221055465,2023-08-31 19:00:50,三角饭团系列105g,1,3.8,2.50,
2023083107799,6972333776089,6972333776089,2023-08-31 19:00:50,桃李口袋三明治面包,1,6.5,4.80,
2023083139119,6971416630935,6971416630935,2023-08-31 19:00:01,怡味园猫耳朵140g,1,4.5,2.50,
2023083139119,6924187840614,6924187840614,2023-08-31 19:00:01,洽洽怪U味怪味豆60g,1,3.5,2.30,
2023083139119,6942888204801,6942888204801,2023-08-31 19:00:01,霞美日式小圆饼海盐味,1,1.2,0.65,
2023083139119,6921895989154,6921895989154,2023-08-31 19:00:01,中街果然好吃,1,1.5,0.73,
2023083139119,6921895907110,6921895907110,2023-08-31 19:00:01,中街冰点香芋提子72g,1,2,1.40,
2023083139119,6931993906311,6931993906311,2023-08-31 19:00:01,*图牛蛋卷,1,0.9,0.51,
2023083139119,221055419,221055419,2023-08-31 19:00:01,豆小卤梅干菜豆干,1,1.2,0.64,
2023083155286,6902083883089,6902083883089,2023-08-31 18:58:10,娃哈哈冰红茶,1,2.8,2.07,
2023083143295,6921168558025,6921168558025,2023-08-31 18:56:55,农夫山泉东方树叶,1,3.9,3.39,
2023083143295,6974476770580,6974476770580,2023-08-31 18:56:55,笑辣辣嗨吃辣条,1,1.5,0.76,
2023083143295,6974476770597,6974476770597,2023-08-31 18:56:55,笑辣辣嗨吃辣条,1,1.5,0.91,
2023083143295,221024273,221024273,2023-08-31 18:56:55,洽洽瓜子小包装系列,1,2.2,1.32,
2023083143295,6972333776072,6972333776072,2023-08-31 18:56:55,桃李南瓜原浆,1,4.5,3.60,
2023083143295,221055445,221055445,2023-08-31 18:56:55,好丽友果滋果心小包装软糖,1,1.2,0.61,
2023083143295,221055446,221055446,2023-08-31 18:56:55,好丽友果滋果心小包装软糖,1,1.2,0.60,
2023083143295,6925303774202,6925303774202,2023-08-31 18:56:55,统一小浣熊干脆面,1,0.9,0.73,
2023083143295,6925303779009,6925303779009,2023-08-31 18:56:55,统一小浣熊干脆面,1,0.9,0.73,
2023083143295,6902890234470,6902890234470,2023-08-31 18:56:55,双汇玉米热狗肠 120g,1,4.6,3.10,
2023083179773,6973497200205,6973497200205,2023-08-31 18:54:12,果子熟了茶憨憨系列,1,4.8,3.86,
2023083184339,6910442944289,6910442944289,2023-08-31 18:52:34,夏进甜牛奶500ml,1,8.5,5.50,
2023083184339,6941618400360,6941618400360,2023-08-31 18:52:34,辽渔远洋金枪鱼罐头185g,1,17.9,11.27,
2023083184339,6928748100117,6928748100117,2023-08-31 18:52:34,辽渔远洋金枪鱼罐头185g,1,17.9,11.27,
2023083190468,6924187851160,6924187851160,2023-08-31 18:52:08,洽洽瓜子系列108g,1,7.39,5.31,
2023083190468,6920180209601,6920180209601,2023-08-31 18:52:08,屈臣氏苏打汽水,2,9.2,6.76,
2023083190468,8859015700434,8859015700434,2023-08-31 18:52:08,if白葡萄汁350ml,1,6.9,4.08,
2023083169953,221055460,221055460,2023-08-31 18:51:35,大口饭团系列160g,1,7.5,3.90,
2023083144634,6917878054766,6917878054766,2023-08-31 18:49:50,雀巢咖啡丝滑即饮装系列268ml,1,5.8,4.14,
2023083167483,6902265908012,6902265908012,2023-08-31 18:49:48,海天黄豆酱800g,1,15.9,14.17,
2023083100705,6935284411768,6935284411768,2023-08-31 18:49:29,卫龙魔芋爽24g,1,1.5,0.88,
2023083100705,6935284470031,6935284470031,2023-08-31 18:49:29,卫龙魔芋爽24g,1,1.5,0.88,
2023083100705,6935284471076,6935284471076,2023-08-31 18:49:29,卫龙魔芋爽24g,1,1.5,0.88,
2023083100705,6923450610374,6923450610374,2023-08-31 18:49:29,绿箭无糖薄荷糖23.8g,1,9.5,6.53,
2023083100705,6954767423579,6954767423579,2023-08-31 18:49:29,可乐500ml（无糖款）,1,2.2,2.00,
2023083134740,6942888204801,6942888204801,2023-08-31 18:49:15,霞美日式小圆饼海盐味,1,1.2,0.65,
2023083134740,4600495512642,4600495512642,2023-08-31 18:49:15,康吉三明治饼干,1,2.9,1.65,
2023083189873,6934457615859,6934457615859,2023-08-31 18:48:08,惠川红油金针菇145g,1,6.9,5.00,
2023083189873,221055432,221055432,2023-08-31 18:48:08,瑞士卷,1,7.9,3.30,
2023083189873,6935145343078,6935145343078,2023-08-31 18:48:08,RIO预调鸡尾酒低度酒330ml,1,7.95,5.33,
2023083189873,6974302645211,6974302645211,2023-08-31 18:48:08,王者熊猫精酿啤酒275ml,1,4.9,2.34,
2023083159708,6954767400679,6954767400679,2023-08-31 18:47:20,酷儿450ml,1,3.8,2.58,
2023083159708,6922868289158,6922868289158,2023-08-31 18:47:20,心相印茶语4层手帕纸,2,1.6,0.74,
2023083166287,6921168597727,6921168597727,2023-08-31 18:45:10,茶π500ml,1,4.9,3.20,
2023083174469,6930720116139,6930720116139,2023-08-31 18:44:37,金大州火锅素毛肚,1,1,0.57,
2023083174469,6930720115972,6930720115972,2023-08-31 18:44:37,金大州火锅素毛肚,4,4,2.28,
2023083145190,6902538008401,6902538008401,2023-08-31 18:41:58,脉动维生素饮料,1,4.9,3.81,
2023083145190,8801073110502,8801073110502,2023-08-31 18:41:58,韩国三养火鸡面系列,1,6.9,5.02,
2023083124094,8859626100012,8859626100012,2023-08-31 18:41:25,阿罗伊椰子卷80g,1,11.9,7.08,
2023083124094,6907992103952,6907992103952,2023-08-31 18:41:25,伊利纯牛奶优选牧场180ml,1,3,2.60,
2023083148792,6924743919266,6924743919266,2023-08-31 18:40:41,乐事薯片70g,1,7.5,5.51,
2023083148792,6970006620639,6970006620639,2023-08-31 18:40:41,好欢螺螺蛳粉加臭加辣款,1,16.5,10.50,
2023083107406,6971329925166,6971329925166,2023-08-31 18:39:46,依能无糖苏打水饮料900ml,1,3.99,2.25,
2023083107406,6971329926033,6971329926033,2023-08-31 18:39:46,依能无糖苏打水饮料900ml,1,3.99,2.25,
2023083146711,6923644266066,6923644266066,2023-08-31 18:39:29,特仑苏纯牛奶苗条装250ml,1,5.5,3.67,
2023083146711,6971973442200,6971973442200,2023-08-31 18:39:29,禧遇棉花糖,1,2.5,1.54,
2023083146711,221055520,221055520,2023-08-31 18:39:29,卡尔顿芋香无边吐司,1,2.5,1.38,
2023083146711,6970410585456,6970410585456,2023-08-31 18:39:29,a1水果吐司,1,2.5,1.47,
2023083170015,6954767442075,6954767442075,2023-08-31 18:38:41,芬达500ml,1,2.2,2.13,
2023083101225,6939580605166,6939580605166,2023-08-31 18:38:35,百事可乐原味500ml,1,2.8,2.13,
2023083101225,6973748100681,6973748100681,2023-08-31 18:38:35,拾光悠味网红辣条小包装,2,2.6,1.28,
2023083101225,6923841900770,6923841900770,2023-08-31 18:38:35,佳龙糯素牛筋（筋筋有味）,1,1.2,0.70,
2023083101225,6973657873522,6973657873522,2023-08-31 18:38:35,雪丽芙牛轧软心卷,2,2.4,1.40,
2023083101225,6971057226825,6971057226825,2023-08-31 18:38:35,奥尔良鸡腿堡 140g,1,6.5,3.60,
2023083101225,220043073,220043073,2023-08-31 18:38:35,奥尔良烤全腿 205g,1,10.5,7.40,
2023083104220,6934660539157,6934660539157,2023-08-31 18:38:13,苏菲小翅膀护垫无香9片,1,4.6,2.64,
2023083104220,221055461,221055461,2023-08-31 18:38:13,三角饭团系列105g,1,4.5,2.62,
2023083104220,221055464,221055464,2023-08-31 18:38:13,三角饭团系列105g,1,3.8,2.65,
2023083169509,221055414,221055414,2023-08-31 18:37:46,涂层甜甜圈,1,4.5,2.30,
2023083169509,6974597890907,6974597890907,2023-08-31 18:37:46,优形低脂鸡胸肉丸60g,2,8.7,6.40,
2023083169509,6970717330896,6970717330896,2023-08-31 18:37:46,桃李纯蛋糕,1,5.5,4.40,
2023083169509,6972549660110,6972549660110,2023-08-31 18:37:46,三得利乌龙茶1.25L,2,21.8,15.00,
2023083169509,220008069,220008069,2023-08-31 18:37:46,照烧脆骨丸 80g,1,5.5,3.20,
2023083144883,6921168509256,6921168509256,2023-08-31 18:37:38,农夫山泉矿泉水550ml,1,26.6,21.60,
2023083117522,6940090801184,6940090801184,2023-08-31 18:35:54,*福来冠鱿鱼仔,2,6.6,3.78,
2023083117522,6971329926033,6971329926033,2023-08-31 18:35:54,依能无糖苏打水饮料900ml,1,3.99,2.25,
2023083172209,6921168593002,6921168593002,2023-08-31 18:35:51,农夫山泉运动盖水535ml,1,3.5,2.42,
2023083172209,6972549660134,6972549660134,2023-08-31 18:35:51,三得利乌龙茶,1,5.2,3.30,
2023083109837,6930487920475,6930487920475,2023-08-31 18:35:40,麻辣王子地道辣条,4,4.8,2.92,
2023083109837,6970296600694,6970296600694,2023-08-31 18:35:40,金晔山楂球138g,1,6.6,4.30,
2023083109837,6902538007169,6902538007169,2023-08-31 18:35:40,脉动维生素饮料,1,4.9,3.81,
2023083109837,6971973442071,6971973442071,2023-08-31 18:35:40,禧遇橡皮糖,1,2.7,1.61,
2023083109837,6947245890246,6947245890246,2023-08-31 18:35:40,口水娃牛蹄筋,1,1.2,0.70,
2023083109837,6947245890239,6947245890239,2023-08-31 18:35:40,口水娃牛蹄筋,1,1.2,0.70,
2023083180260,6954767400556,6954767400556,2023-08-31 18:35:26,酷儿450ml,1,3.8,2.54,
2023083139465,220041073,220041073,2023-08-31 18:35:25,韩式甜辣鸡排 100g,1,6.9,4.50,
2023083139465,6956426020129,6956426020129,2023-08-31 18:35:25,中洲渔馆魔芋贡菜15g,2,2.4,1.20,
2023083139465,221055363,221055363,2023-08-31 18:35:25,*金时子炒年糕,2,3.4,1.96,
2023083139465,6971806751202,6971806751202,2023-08-31 18:35:25,艾园泡椒尖尖笋,2,4.4,2.24,
2023083139465,6941179565546,6941179565546,2023-08-31 18:35:25,*三公仔香辣脆黄瓜26g,2,2.4,1.40,
2023083107983,6970399922341,6970399922341,2023-08-31 18:33:18,外星人电解质水500ml,1,5.8,4.33,
2023083184596,6971973442057,6971973442057,2023-08-31 18:33:00,禧遇橡皮糖,2,5.4,3.22,
2023083184596,6973783080016,6973783080016,2023-08-31 18:33:00,枕上书猪肉脯,1,1.2,0.63,
2023083180906,6954767412573,6954767412573,2023-08-31 18:32:26,可乐500ml,1,2.09,2.00,
2023083180906,6924743922747,6924743922747,2023-08-31 18:32:26,乐事奇多50g,1,3.61,2.50,
2023083180906,8801906160452,8801906160452,2023-08-31 18:32:26,韩国趣莱福脆片,1,12.54,8.50,
2023083180906,6924743925069,6924743925069,2023-08-31 18:32:26,乐事原切香芋片60g,2,14.24,11.44,
2023083180906,6924743922730,6924743922730,2023-08-31 18:32:26,乐事奇多50g,1,3.61,2.50,
2023083180906,6972799490727,6972799490727,2023-08-31 18:32:26,菲诺系列200g,1,5.41,3.75,
2023083162171,6954767412573,6954767412573,2023-08-31 18:30:30,可乐500ml,1,2.2,2.00,
